id	char	class	unicode_bytes
605	🗺	main_component	"b'\\U0001f5fa'"
606	🍨	main_component	"b'\\U0001f368'"
607	🏄	main_component	"b'\\U0001f3c4'"
608	🔧	main_component	"b'\\U0001f527'"
609	🈶	main_component	"b'\\U0001f236'"
610	🥂	main_component	"b'\\U0001f942'"
611	🎓	main_component	"b'\\U0001f393'"
612	🔰	main_component	"b'\\U0001f530'"
613	🛡	main_component	"b'\\U0001f6e1'"
614	☮	main_component	"b'\\u262e'"
615	🍫	main_component	"b'\\U0001f36b'"
616	🔸	main_component	"b'\\U0001f538'"
617	🧺	main_component	"b'\\U0001f9fa'"
618	🧴	main_component	"b'\\U0001f9f4'"
619	😮	main_component	"b'\\U0001f62e'"
620	🛤	main_component	"b'\\U0001f6e4'"
621	📅	main_component	"b'\\U0001f4c5'"
622	🥃	main_component	"b'\\U0001f943'"
623	🖌	main_component	"b'\\U0001f58c'"
624	🕚	main_component	"b'\\U0001f55a'"
625	➕	main_component	"b'\\u2795'"
626	👗	main_component	"b'\\U0001f457'"
627	🛂	main_component	"b'\\U0001f6c2'"
628	🛥	main_component	"b'\\U0001f6e5'"
629	🚨	main_component	"b'\\U0001f6a8'"
630	🎭	main_component	"b'\\U0001f3ad'"
631	🌮	main_component	"b'\\U0001f32e'"
632	🍹	main_component	"b'\\U0001f379'"
633	🛬	main_component	"b'\\U0001f6ec'"
634	🧭	main_component	"b'\\U0001f9ed'"
635	🌠	main_component	"b'\\U0001f320'"
636	📄	main_component	"b'\\U0001f4c4'"
637	🏍	main_component	"b'\\U0001f3cd'"
638	🏖	main_component	"b'\\U0001f3d6'"
639	⚛	main_component	"b'\\u269b'"
640	🎊	main_component	"b'\\U0001f38a'"
641	🛳	main_component	"b'\\U0001f6f3'"
642	🚵	main_component	"b'\\U0001f6b5'"
643	🔔	main_component	"b'\\U0001f514'"
644	🐞	main_component	"b'\\U0001f41e'"
645	🦹	main_component	"b'\\U0001f9b9'"
646	🎤	main_component	"b'\\U0001f3a4'"
647	🐬	main_component	"b'\\U0001f42c'"
648	🚻	main_component	"b'\\U0001f6bb'"
649	🅾	main_component	"b'\\U0001f17e'"
650	👪	main_component	"b'\\U0001f46a'"
651	✉	main_component	"b'\\u2709'"
652	🍄	main_component	"b'\\U0001f344'"
653	🚹	main_component	"b'\\U0001f6b9'"
654	🏒	main_component	"b'\\U0001f3d2'"
655	🥦	main_component	"b'\\U0001f966'"
656	🍇	main_component	"b'\\U0001f347'"
657	⏪	main_component	"b'\\u23ea'"
658	⏱	main_component	"b'\\u23f1'"
659	📢	main_component	"b'\\U0001f4e2'"
660	🍆	main_component	"b'\\U0001f346'"
661	‼	main_component	"b'\\u203c'"
662	😢	main_component	"b'\\U0001f622'"
663	🚙	main_component	"b'\\U0001f699'"
664	📬	main_component	"b'\\U0001f4ec'"
665	👙	main_component	"b'\\U0001f459'"
666	🌨	main_component	"b'\\U0001f328'"
667	➗	main_component	"b'\\u2797'"
668	🥫	main_component	"b'\\U0001f96b'"
669	⤴	main_component	"b'\\u2934'"
670	🦵	main_component	"b'\\U0001f9b5'"
671	📵	main_component	"b'\\U0001f4f5'"
672	🚍	main_component	"b'\\U0001f68d'"
673	💖	main_component	"b'\\U0001f496'"
674	😵	main_component	"b'\\U0001f635'"
675	🙎	main_component	"b'\\U0001f64e'"
676	📇	main_component	"b'\\U0001f4c7'"
677	🧚	main_component	"b'\\U0001f9da'"
678	🕜	main_component	"b'\\U0001f55c'"
679	🏀	main_component	"b'\\U0001f3c0'"
680	😴	main_component	"b'\\U0001f634'"
681	🥒	main_component	"b'\\U0001f952'"
682	🥑	main_component	"b'\\U0001f951'"
683	❓	main_component	"b'\\u2753'"
684	💃	main_component	"b'\\U0001f483'"
685	🧙	main_component	"b'\\U0001f9d9'"
686	🤶	main_component	"b'\\U0001f936'"
687	😠	main_component	"b'\\U0001f620'"
688	🍲	main_component	"b'\\U0001f372'"
689	🐤	main_component	"b'\\U0001f424'"
690	🐙	main_component	"b'\\U0001f419'"
691	📙	main_component	"b'\\U0001f4d9'"
692	6	main_component	b'6'
693	🚗	main_component	"b'\\U0001f697'"
694	😬	main_component	"b'\\U0001f62c'"
695	🔏	main_component	"b'\\U0001f50f'"
696	🌚	main_component	"b'\\U0001f31a'"
697	😡	main_component	"b'\\U0001f621'"
698	⏩	main_component	"b'\\u23e9'"
699	🏺	main_component	"b'\\U0001f3fa'"
700	🌸	main_component	"b'\\U0001f338'"
701	🔌	main_component	"b'\\U0001f50c'"
702	🙍	main_component	"b'\\U0001f64d'"
703	🐟	main_component	"b'\\U0001f41f'"
704	🐽	main_component	"b'\\U0001f43d'"
705	↪	main_component	"b'\\u21aa'"
706	🎥	main_component	"b'\\U0001f3a5'"
707	#	main_component	b'#'
708	🛴	main_component	"b'\\U0001f6f4'"
709	🥮	main_component	"b'\\U0001f96e'"
710	🍯	main_component	"b'\\U0001f36f'"
711	🧮	main_component	"b'\\U0001f9ee'"
712	🚫	main_component	"b'\\U0001f6ab'"
713	🌵	main_component	"b'\\U0001f335'"
714	🤦	main_component	"b'\\U0001f926'"
715	🥩	main_component	"b'\\U0001f969'"
716	👠	main_component	"b'\\U0001f460'"
717	🐏	main_component	"b'\\U0001f40f'"
718	🤜	main_component	"b'\\U0001f91c'"
719	🎅	main_component	"b'\\U0001f385'"
720	🤑	main_component	"b'\\U0001f911'"
721	🎖	main_component	"b'\\U0001f396'"
722	🌫	main_component	"b'\\U0001f32b'"
723	🔎	main_component	"b'\\U0001f50e'"
724	☹	main_component	"b'\\u2639'"
725	🔶	main_component	"b'\\U0001f536'"
726	😪	main_component	"b'\\U0001f62a'"
727	🤲	main_component	"b'\\U0001f932'"
728	🚇	main_component	"b'\\U0001f687'"
729	📀	main_component	"b'\\U0001f4c0'"
730	🏕	main_component	"b'\\U0001f3d5'"
731	♾	main_component	"b'\\u267e'"
732	🎎	main_component	"b'\\U0001f38e'"
733	📯	main_component	"b'\\U0001f4ef'"
734	🔒	main_component	"b'\\U0001f512'"
735	♌	main_component	"b'\\u264c'"
736	🎩	main_component	"b'\\U0001f3a9'"
737	🧬	main_component	"b'\\U0001f9ec'"
738	🍛	main_component	"b'\\U0001f35b'"
739	💲	main_component	"b'\\U0001f4b2'"
740	🏉	main_component	"b'\\U0001f3c9'"
741	🗾	main_component	"b'\\U0001f5fe'"
742	⚔	main_component	"b'\\u2694'"
743	🗣	main_component	"b'\\U0001f5e3'"
744	🍮	main_component	"b'\\U0001f36e'"
745	🐾	main_component	"b'\\U0001f43e'"
746	🧪	main_component	"b'\\U0001f9ea'"
747	🚓	main_component	"b'\\U0001f693'"
748	🚃	main_component	"b'\\U0001f683'"
749	✝	main_component	"b'\\u271d'"
750	👥	main_component	"b'\\U0001f465'"
751	👏	main_component	"b'\\U0001f44f'"
752	🌙	main_component	"b'\\U0001f319'"
753	🈺	main_component	"b'\\U0001f23a'"
754	🐘	main_component	"b'\\U0001f418'"
755	🎉	main_component	"b'\\U0001f389'"
756	🧾	main_component	"b'\\U0001f9fe'"
757	💳	main_component	"b'\\U0001f4b3'"
758	⛔	main_component	"b'\\u26d4'"
759	🐦	main_component	"b'\\U0001f426'"
760	➡	main_component	"b'\\u27a1'"
761	🍩	main_component	"b'\\U0001f369'"
762	🎴	main_component	"b'\\U0001f3b4'"
763	🥘	main_component	"b'\\U0001f958'"
764	🏛	main_component	"b'\\U0001f3db'"
765	🍶	main_component	"b'\\U0001f376'"
766	🌏	main_component	"b'\\U0001f30f'"
767	📞	main_component	"b'\\U0001f4de'"
768	🎋	main_component	"b'\\U0001f38b'"
769	👟	main_component	"b'\\U0001f45f'"
770	🔬	main_component	"b'\\U0001f52c'"
771	⛹	main_component	"b'\\u26f9'"
772	👢	main_component	"b'\\U0001f462'"
773	😀	main_component	"b'\\U0001f600'"
774	🥊	main_component	"b'\\U0001f94a'"
775	🎳	main_component	"b'\\U0001f3b3'"
776	🎷	main_component	"b'\\U0001f3b7'"
777	⏬	main_component	"b'\\u23ec'"
778	🌛	main_component	"b'\\U0001f31b'"
779	🐆	main_component	"b'\\U0001f406'"
780	💆	main_component	"b'\\U0001f486'"
781	😿	main_component	"b'\\U0001f63f'"
782	⚓	main_component	"b'\\u2693'"
783	😂	main_component	"b'\\U0001f602'"
784	🏨	main_component	"b'\\U0001f3e8'"
785	🐨	main_component	"b'\\U0001f428'"
786	👚	main_component	"b'\\U0001f45a'"
787	😫	main_component	"b'\\U0001f62b'"
788	🥵	main_component	"b'\\U0001f975'"
789	🐇	main_component	"b'\\U0001f407'"
790	♿	main_component	"b'\\u267f'"
791	🍓	main_component	"b'\\U0001f353'"
792	🌥	main_component	"b'\\U0001f325'"
793	🌂	main_component	"b'\\U0001f302'"
794	✍	main_component	"b'\\u270d'"
795	😚	main_component	"b'\\U0001f61a'"
796	🐎	main_component	"b'\\U0001f40e'"
797	📜	main_component	"b'\\U0001f4dc'"
798	🧢	main_component	"b'\\U0001f9e2'"
799	🥎	main_component	"b'\\U0001f94e'"
800	📕	main_component	"b'\\U0001f4d5'"
801	📖	main_component	"b'\\U0001f4d6'"
802	🚛	main_component	"b'\\U0001f69b'"
803	🎹	main_component	"b'\\U0001f3b9'"
804	©	main_component	"b'\\xa9'"
805	🉐	main_component	"b'\\U0001f250'"
806	💯	main_component	"b'\\U0001f4af'"
807	🕕	main_component	"b'\\U0001f555'"
808	🏎	main_component	"b'\\U0001f3ce'"
809	☁	main_component	"b'\\u2601'"
810	✋	main_component	"b'\\u270b'"
811	®	main_component	"b'\\xae'"
812	⛵	main_component	"b'\\u26f5'"
813	❕	main_component	"b'\\u2755'"
814	🍴	main_component	"b'\\U0001f374'"
815	🐈	main_component	"b'\\U0001f408'"
816	🌎	main_component	"b'\\U0001f30e'"
817	🦋	main_component	"b'\\U0001f98b'"
818	🐀	main_component	"b'\\U0001f400'"
819	📆	main_component	"b'\\U0001f4c6'"
820	🤱	main_component	"b'\\U0001f931'"
821	✨	main_component	"b'\\u2728'"
822	🧧	main_component	"b'\\U0001f9e7'"
823	👅	main_component	"b'\\U0001f445'"
824	🚐	main_component	"b'\\U0001f690'"
825	🍷	main_component	"b'\\U0001f377'"
826	☦	main_component	"b'\\u2626'"
827	🐱	main_component	"b'\\U0001f431'"
828	🛷	main_component	"b'\\U0001f6f7'"
829	🧱	main_component	"b'\\U0001f9f1'"
830	🥅	main_component	"b'\\U0001f945'"
831	🗜	main_component	"b'\\U0001f5dc'"
832	🔡	main_component	"b'\\U0001f521'"
833	™	main_component	"b'\\u2122'"
834	🛒	main_component	"b'\\U0001f6d2'"
835	🕐	main_component	"b'\\U0001f550'"
836	🐝	main_component	"b'\\U0001f41d'"
837	🛶	main_component	"b'\\U0001f6f6'"
838	🈳	main_component	"b'\\U0001f233'"
839	🆗	main_component	"b'\\U0001f197'"
840	🔢	main_component	"b'\\U0001f522'"
841	🏸	main_component	"b'\\U0001f3f8'"
842	♈	main_component	"b'\\u2648'"
843	🎡	main_component	"b'\\U0001f3a1'"
844	🚯	main_component	"b'\\U0001f6af'"
845	💬	main_component	"b'\\U0001f4ac'"
846	👹	main_component	"b'\\U0001f479'"
847	🔇	main_component	"b'\\U0001f507'"
848	🏧	main_component	"b'\\U0001f3e7'"
849	😖	main_component	"b'\\U0001f616'"
850	🎌	main_component	"b'\\U0001f38c'"
851	🔯	main_component	"b'\\U0001f52f'"
852	🥠	main_component	"b'\\U0001f960'"
853	😥	main_component	"b'\\U0001f625'"
854	🥿	main_component	"b'\\U0001f97f'"
855	🥼	main_component	"b'\\U0001f97c'"
856	🔹	main_component	"b'\\U0001f539'"
857	🌃	main_component	"b'\\U0001f303'"
858	🕵	main_component	"b'\\U0001f575'"
859	🤯	main_component	"b'\\U0001f92f'"
860	🌘	main_component	"b'\\U0001f318'"
861	⛷	main_component	"b'\\u26f7'"
862	🕰	main_component	"b'\\U0001f570'"
863	➿	main_component	"b'\\u27bf'"
864	👰	main_component	"b'\\U0001f470'"
865	🛸	main_component	"b'\\U0001f6f8'"
866	🤪	main_component	"b'\\U0001f92a'"
867	💷	main_component	"b'\\U0001f4b7'"
868	🛎	main_component	"b'\\U0001f6ce'"
869	🛰	main_component	"b'\\U0001f6f0'"
870	🛀	main_component	"b'\\U0001f6c0'"
871	💏	main_component	"b'\\U0001f48f'"
872	🔓	main_component	"b'\\U0001f513'"
873	👇	main_component	"b'\\U0001f447'"
874	🧸	main_component	"b'\\U0001f9f8'"
875	🎿	main_component	"b'\\U0001f3bf'"
876	👛	main_component	"b'\\U0001f45b'"
877	🕞	main_component	"b'\\U0001f55e'"
878	👆	main_component	"b'\\U0001f446'"
879	🕒	main_component	"b'\\U0001f552'"
880	🈹	main_component	"b'\\U0001f239'"
881	🥌	main_component	"b'\\U0001f94c'"
882	💌	main_component	"b'\\U0001f48c'"
883	🎫	main_component	"b'\\U0001f3ab'"
884	😇	main_component	"b'\\U0001f607'"
885	🚧	main_component	"b'\\U0001f6a7'"
886	🆚	main_component	"b'\\U0001f19a'"
887	🧲	main_component	"b'\\U0001f9f2'"
888	🧵	main_component	"b'\\U0001f9f5'"
889	🕹	main_component	"b'\\U0001f579'"
890	💇	main_component	"b'\\U0001f487'"
891	🎽	main_component	"b'\\U0001f3bd'"
892	📘	main_component	"b'\\U0001f4d8'"
893	💪	main_component	"b'\\U0001f4aa'"
894	♻	main_component	"b'\\u267b'"
895	🕑	main_component	"b'\\U0001f551'"
896	📺	main_component	"b'\\U0001f4fa'"
897	🔚	main_component	"b'\\U0001f51a'"
898	🈲	main_component	"b'\\U0001f232'"
899	🎪	main_component	"b'\\U0001f3aa'"
900	🤴	main_component	"b'\\U0001f934'"
901	📝	main_component	"b'\\U0001f4dd'"
902	🏝	main_component	"b'\\U0001f3dd'"
903	⛑	main_component	"b'\\u26d1'"
904	🤳	main_component	"b'\\U0001f933'"
905	🙌	main_component	"b'\\U0001f64c'"
906	😽	main_component	"b'\\U0001f63d'"
907	💻	main_component	"b'\\U0001f4bb'"
908	📻	main_component	"b'\\U0001f4fb'"
909	🙀	main_component	"b'\\U0001f640'"
910	👃	main_component	"b'\\U0001f443'"
911	📫	main_component	"b'\\U0001f4eb'"
912	🆙	main_component	"b'\\U0001f199'"
913	🐰	main_component	"b'\\U0001f430'"
914	⌛	main_component	"b'\\u231b'"
915	⏏	main_component	"b'\\u23cf'"
916	▶	main_component	"b'\\u25b6'"
917	⚰	main_component	"b'\\u26b0'"
918	🥨	main_component	"b'\\U0001f968'"
919	🕠	main_component	"b'\\U0001f560'"
920	🍬	main_component	"b'\\U0001f36c'"
921	🧀	main_component	"b'\\U0001f9c0'"
922	🔨	main_component	"b'\\U0001f528'"
923	🥧	main_component	"b'\\U0001f967'"
924	🍋	main_component	"b'\\U0001f34b'"
925	❌	main_component	"b'\\u274c'"
926	🔱	main_component	"b'\\U0001f531'"
927	🧕	main_component	"b'\\U0001f9d5'"
928	🦡	main_component	"b'\\U0001f9a1'"
929	🎞	main_component	"b'\\U0001f39e'"
930	🆖	main_component	"b'\\U0001f196'"
931	🥥	main_component	"b'\\U0001f965'"
932	🎒	main_component	"b'\\U0001f392'"
933	🍑	main_component	"b'\\U0001f351'"
934	😈	main_component	"b'\\U0001f608'"
935	📓	main_component	"b'\\U0001f4d3'"
936	🈯	main_component	"b'\\U0001f22f'"
937	🍖	main_component	"b'\\U0001f356'"
938	😲	main_component	"b'\\U0001f632'"
939	♂	main_component	"b'\\u2642'"
940	😘	main_component	"b'\\U0001f618'"
941	😱	main_component	"b'\\U0001f631'"
942	🚖	main_component	"b'\\U0001f696'"
943	🚁	main_component	"b'\\U0001f681'"
944	🤐	main_component	"b'\\U0001f910'"
945	🌳	main_component	"b'\\U0001f333'"
946	🚥	main_component	"b'\\U0001f6a5'"
947	🕍	main_component	"b'\\U0001f54d'"
948	🌓	main_component	"b'\\U0001f313'"
949	🦁	main_component	"b'\\U0001f981'"
950	🚊	main_component	"b'\\U0001f68a'"
951	📡	main_component	"b'\\U0001f4e1'"
952	🗳	main_component	"b'\\U0001f5f3'"
953	🎬	main_component	"b'\\U0001f3ac'"
954	♠	main_component	"b'\\u2660'"
955	⬇	main_component	"b'\\u2b07'"
956	🦈	main_component	"b'\\U0001f988'"
957	🦝	main_component	"b'\\U0001f99d'"
958	😯	main_component	"b'\\U0001f62f'"
959	🎂	main_component	"b'\\U0001f382'"
960	🥙	main_component	"b'\\U0001f959'"
961	⏺	main_component	"b'\\u23fa'"
962	⬜	main_component	"b'\\u2b1c'"
963	🎸	main_component	"b'\\U0001f3b8'"
964	📠	main_component	"b'\\U0001f4e0'"
965	☎	main_component	"b'\\u260e'"
966	🈴	main_component	"b'\\U0001f234'"
967	🦃	main_component	"b'\\U0001f983'"
968	😣	main_component	"b'\\U0001f623'"
969	💵	main_component	"b'\\U0001f4b5'"
970	🔪	main_component	"b'\\U0001f52a'"
971	📐	main_component	"b'\\U0001f4d0'"
972	🦀	main_component	"b'\\U0001f980'"
973	👜	main_component	"b'\\U0001f45c'"
974	🧓	main_component	"b'\\U0001f9d3'"
975	🚆	main_component	"b'\\U0001f686'"
976	👨	main_component	"b'\\U0001f468'"
977	🖲	main_component	"b'\\U0001f5b2'"
978	🦓	main_component	"b'\\U0001f993'"
979	😍	main_component	"b'\\U0001f60d'"
980	🕘	main_component	"b'\\U0001f558'"
981	🔍	main_component	"b'\\U0001f50d'"
982	🗼	main_component	"b'\\U0001f5fc'"
983	🌪	main_component	"b'\\U0001f32a'"
984	📣	main_component	"b'\\U0001f4e3'"
985	🔽	main_component	"b'\\U0001f53d'"
986	💤	main_component	"b'\\U0001f4a4'"
987	🗿	main_component	"b'\\U0001f5ff'"
988	🍟	main_component	"b'\\U0001f35f'"
989	🏙	main_component	"b'\\U0001f3d9'"
990	⚠	main_component	"b'\\u26a0'"
991	👱	main_component	"b'\\U0001f471'"
992	📪	main_component	"b'\\U0001f4ea'"
993	🐂	main_component	"b'\\U0001f402'"
994	⌨	main_component	"b'\\u2328'"
995	☺	main_component	"b'\\u263a'"
996	🐴	main_component	"b'\\U0001f434'"
997	👯	main_component	"b'\\U0001f46f'"
998	🐛	main_component	"b'\\U0001f41b'"
999	🍝	main_component	"b'\\U0001f35d'"
1000	⚡	main_component	"b'\\u26a1'"
1001	🐺	main_component	"b'\\U0001f43a'"
1002	📸	main_component	"b'\\U0001f4f8'"
1003	📱	main_component	"b'\\U0001f4f1'"
1004	🦘	main_component	"b'\\U0001f998'"
1005	🤵	main_component	"b'\\U0001f935'"
1006	🕤	main_component	"b'\\U0001f564'"
1007	↗	main_component	"b'\\u2197'"
1008	🥏	main_component	"b'\\U0001f94f'"
1009	👒	main_component	"b'\\U0001f452'"
1010	💄	main_component	"b'\\U0001f484'"
1011	📔	main_component	"b'\\U0001f4d4'"
1012	🌧	main_component	"b'\\U0001f327'"
1013	🧷	main_component	"b'\\U0001f9f7'"
1014	♋	main_component	"b'\\u264b'"
1015	🧯	main_component	"b'\\U0001f9ef'"
1016	🔀	main_component	"b'\\U0001f500'"
1017	♀	main_component	"b'\\u2640'"
1018	♨	main_component	"b'\\u2668'"
1019	🦛	main_component	"b'\\U0001f99b'"
1020	💔	main_component	"b'\\U0001f494'"
1021	👲	main_component	"b'\\U0001f472'"
1022	🎚	main_component	"b'\\U0001f39a'"
1023	👁	main_component	"b'\\U0001f441'"
1024	👫	main_component	"b'\\U0001f46b'"
1025	🚟	main_component	"b'\\U0001f69f'"
1026	*	main_component	b'*'
1027	🔘	main_component	"b'\\U0001f518'"
1028	🧐	main_component	"b'\\U0001f9d0'"
1029	🚡	main_component	"b'\\U0001f6a1'"
1030	🍻	main_component	"b'\\U0001f37b'"
1031	📷	main_component	"b'\\U0001f4f7'"
1032	📟	main_component	"b'\\U0001f4df'"
1033	🦊	main_component	"b'\\U0001f98a'"
1034	🏷	main_component	"b'\\U0001f3f7'"
1035	🔐	main_component	"b'\\U0001f510'"
1036	🌉	main_component	"b'\\U0001f309'"
1037	📨	main_component	"b'\\U0001f4e8'"
1038	🎑	main_component	"b'\\U0001f391'"
1039	👮	main_component	"b'\\U0001f46e'"
1040	🤒	main_component	"b'\\U0001f912'"
1041	🐲	main_component	"b'\\U0001f432'"
1042	🏅	main_component	"b'\\U0001f3c5'"
1043	🎗	main_component	"b'\\U0001f397'"
1044	👈	main_component	"b'\\U0001f448'"
1045	💍	main_component	"b'\\U0001f48d'"
1046	😟	main_component	"b'\\U0001f61f'"
1047	🙈	main_component	"b'\\U0001f648'"
1048	🦎	main_component	"b'\\U0001f98e'"
1049	🎢	main_component	"b'\\U0001f3a2'"
1050	🐮	main_component	"b'\\U0001f42e'"
1051	🧖	main_component	"b'\\U0001f9d6'"
1052	💓	main_component	"b'\\U0001f493'"
1053	⏫	main_component	"b'\\u23eb'"
1054	😜	main_component	"b'\\U0001f61c'"
1055	🦉	main_component	"b'\\U0001f989'"
1056	🌇	main_component	"b'\\U0001f307'"
1057	♓	main_component	"b'\\u2653'"
1058	✂	main_component	"b'\\u2702'"
1059	🕥	main_component	"b'\\U0001f565'"
1060	🦐	main_component	"b'\\U0001f990'"
1061	🌴	main_component	"b'\\U0001f334'"
1062	📴	main_component	"b'\\U0001f4f4'"
1063	🐓	main_component	"b'\\U0001f413'"
1064	🚉	main_component	"b'\\U0001f689'"
1065	🆘	main_component	"b'\\U0001f198'"
1066	🏁	main_component	"b'\\U0001f3c1'"
1067	🙁	main_component	"b'\\U0001f641'"
1068	🦅	main_component	"b'\\U0001f985'"
1069	🍺	main_component	"b'\\U0001f37a'"
1070	🏗	main_component	"b'\\U0001f3d7'"
1071	🚽	main_component	"b'\\U0001f6bd'"
1072	🏔	main_component	"b'\\U0001f3d4'"
1073	🧠	main_component	"b'\\U0001f9e0'"
1074	🛅	main_component	"b'\\U0001f6c5'"
1075	🚤	main_component	"b'\\U0001f6a4'"
1076	💸	main_component	"b'\\U0001f4b8'"
1077	👔	main_component	"b'\\U0001f454'"
1078	🚬	main_component	"b'\\U0001f6ac'"
1079	🧩	main_component	"b'\\U0001f9e9'"
1080	🥜	main_component	"b'\\U0001f95c'"
1081	🤠	main_component	"b'\\U0001f920'"
1082	🧛	main_component	"b'\\U0001f9db'"
1083	🎇	main_component	"b'\\U0001f387'"
1084	🔠	main_component	"b'\\U0001f520'"
1085	🦌	main_component	"b'\\U0001f98c'"
1086	⛄	main_component	"b'\\u26c4'"
1087	☸	main_component	"b'\\u2638'"
1088	🏣	main_component	"b'\\U0001f3e3'"
1089	🏃	main_component	"b'\\U0001f3c3'"
1090	🏤	main_component	"b'\\U0001f3e4'"
1091	⚙	main_component	"b'\\u2699'"
1092	🦲	main_component	"b'\\U0001f9b2'"
1093	🏢	main_component	"b'\\U0001f3e2'"
1094	👼	main_component	"b'\\U0001f47c'"
1095	🗃	main_component	"b'\\U0001f5c3'"
1096	🔗	main_component	"b'\\U0001f517'"
1097	🥪	main_component	"b'\\U0001f96a'"
1098	🔲	main_component	"b'\\U0001f532'"
1099	🌹	main_component	"b'\\U0001f339'"
1100	📮	main_component	"b'\\U0001f4ee'"
1101	🔖	main_component	"b'\\U0001f516'"
1102	🥴	main_component	"b'\\U0001f974'"
1103	🐚	main_component	"b'\\U0001f41a'"
1104	🚺	main_component	"b'\\U0001f6ba'"
1105	💰	main_component	"b'\\U0001f4b0'"
1106	🥣	main_component	"b'\\U0001f963'"
1107	🛋	main_component	"b'\\U0001f6cb'"
1108	🥔	main_component	"b'\\U0001f954'"
1109	💒	main_component	"b'\\U0001f492'"
1110	😐	main_component	"b'\\U0001f610'"
1111	🛑	main_component	"b'\\U0001f6d1'"
1112	🔟	main_component	"b'\\U0001f51f'"
1113	🖤	main_component	"b'\\U0001f5a4'"
1114	🌝	main_component	"b'\\U0001f31d'"
1115	♉	main_component	"b'\\u2649'"
1116	📊	main_component	"b'\\U0001f4ca'"
1117	👂	main_component	"b'\\U0001f442'"
1118	🤸	main_component	"b'\\U0001f938'"
1119	🙋	main_component	"b'\\U0001f64b'"
1120	🥁	main_component	"b'\\U0001f941'"
1121	🍅	main_component	"b'\\U0001f345'"
1122	🎍	main_component	"b'\\U0001f38d'"
1123	📏	main_component	"b'\\U0001f4cf'"
1124	🚩	main_component	"b'\\U0001f6a9'"
1125	🌜	main_component	"b'\\U0001f31c'"
1126	🍃	main_component	"b'\\U0001f343'"
1127	😉	main_component	"b'\\U0001f609'"
1128	📁	main_component	"b'\\U0001f4c1'"
1129	😋	main_component	"b'\\U0001f60b'"
1130	💫	main_component	"b'\\U0001f4ab'"
1131	👐	main_component	"b'\\U0001f450'"
1132	🌿	main_component	"b'\\U0001f33f'"
1133	😁	main_component	"b'\\U0001f601'"
1134	🚿	main_component	"b'\\U0001f6bf'"
1135	◽	main_component	"b'\\u25fd'"
1136	🐉	main_component	"b'\\U0001f409'"
1137	🏑	main_component	"b'\\U0001f3d1'"
1138	🎁	main_component	"b'\\U0001f381'"
1139	8	main_component	b'8'
1140	😧	main_component	"b'\\U0001f627'"
1141	🗻	main_component	"b'\\U0001f5fb'"
1142	🔷	main_component	"b'\\U0001f537'"
1143	👴	main_component	"b'\\U0001f474'"
1144	☂	main_component	"b'\\u2602'"
1145	👄	main_component	"b'\\U0001f444'"
1146	⛅	main_component	"b'\\u26c5'"
1147	🖕	main_component	"b'\\U0001f595'"
1148	Ⓜ	main_component	"b'\\u24c2'"
1149	🍢	main_component	"b'\\U0001f362'"
1150	🧻	main_component	"b'\\U0001f9fb'"
1151	🐭	main_component	"b'\\U0001f42d'"
1152	👸	main_component	"b'\\U0001f478'"
1153	🖥	main_component	"b'\\U0001f5a5'"
1154	🔩	main_component	"b'\\U0001f529'"
1155	🤭	main_component	"b'\\U0001f92d'"
1156	👉	main_component	"b'\\U0001f449'"
1157	🔂	main_component	"b'\\U0001f502'"
1158	⏮	main_component	"b'\\u23ee'"
1159	😭	main_component	"b'\\U0001f62d'"
1160	🏹	main_component	"b'\\U0001f3f9'"
1161	🍎	main_component	"b'\\U0001f34e'"
1162	😦	main_component	"b'\\U0001f626'"
1163	😆	main_component	"b'\\U0001f606'"
1164	☣	main_component	"b'\\u2623'"
1165	🛫	main_component	"b'\\U0001f6eb'"
1166	🉑	main_component	"b'\\U0001f251'"
1167	😰	main_component	"b'\\U0001f630'"
1168	🖋	main_component	"b'\\U0001f58b'"
1169	⚽	main_component	"b'\\u26bd'"
1170	🙄	main_component	"b'\\U0001f644'"
1171	💡	main_component	"b'\\U0001f4a1'"
1172	🚞	main_component	"b'\\U0001f69e'"
1173	🔃	main_component	"b'\\U0001f503'"
1174	🌲	main_component	"b'\\U0001f332'"
1175	🐷	main_component	"b'\\U0001f437'"
1176	⏯	main_component	"b'\\u23ef'"
1177	ℹ	main_component	"b'\\u2139'"
1178	🈚	main_component	"b'\\U0001f21a'"
1179	🏜	main_component	"b'\\U0001f3dc'"
1180	🔉	main_component	"b'\\U0001f509'"
1181	☪	main_component	"b'\\u262a'"
1182	💈	main_component	"b'\\U0001f488'"
1183	⛈	main_component	"b'\\u26c8'"
1184	🏯	main_component	"b'\\U0001f3ef'"
1185	🙂	main_component	"b'\\U0001f642'"
1186	🗡	main_component	"b'\\U0001f5e1'"
1187	⏭	main_component	"b'\\u23ed'"
1188	🌼	main_component	"b'\\U0001f33c'"
1189	🍍	main_component	"b'\\U0001f34d'"
1190	🌷	main_component	"b'\\U0001f337'"
1191	⛓	main_component	"b'\\u26d3'"
1192	🕔	main_component	"b'\\U0001f554'"
1193	🗯	main_component	"b'\\U0001f5ef'"
1194	🚒	main_component	"b'\\U0001f692'"
1195	❗	main_component	"b'\\u2757'"
1196	💗	main_component	"b'\\U0001f497'"
1197	🥤	main_component	"b'\\U0001f964'"
1198	⚒	main_component	"b'\\u2692'"
